Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,baseline_price,competitor_price,Driver_to_Rider_Ratio,Rider_Driver_Ratio,Inventory_Health_Index,Cost_per_Min,Loyalty_Score,Supply_Tightness,Vehicle_Factor,Peak,p_complete,price
28,15,Rural,Gold,90,4.25,Night,Premium,177,511.929390993806,511.929390993806,537.5258605434964,0.5357142665816333,1.8666665422222306,0.5172413793103449,2.8922564299522575,0.8999999910000002,1.8666665422222306,1.5,1,0.5357142665816333,911.23430641296
97,7,Urban,Silver,22,3.74,Afternoon,Premium,147,441.74670095471794,441.74670095471794,463.83403600245384,0.07216494770963972,13.857140877551302,0.07142857142857142,3.0050795778886963,0.21999999780000004,13.857140877551302,1.5,0,0.07216494770963972,1580.821991530535
48,12,Urban,Silver,51,4.63,Night,Premium,32,175.5180543386476,175.5180543386476,184.29395705558,0.2499999947916668,3.9999996666666946,0.24489795918367346,5.4849390266783935,0.5099999949,3.9999996666666946,1.5,1,0.2499999947916668,368.58790533525803
70,37,Urban,Silver,10,3.65,Night,Premium,168,658.5834276725151,658.5834276725151,691.5125990561409,0.5285714210204083,1.89189184075968,0.5211267605633803,3.920139427097474,0.099999999,1.89189184075968,1.5,1,0.5285714210204083,1174.7704334997488
78,12,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931126892,299.2909931126892,314.25554276832366,0.1538461518737673,6.499999458333379,0.1518987341772152,3.1504314732869236,0.9899999901000002,6.499999458333379,1.0,0,0.1538461518737673,493.83012242434313
25,7,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992189699,494.8027992189699,519.5429391799184,0.27999998880000043,3.571428061224563,0.2692307692307692,3.436130526269718,0.23999999760000004,3.571428061224563,1.5,1,0.27999998880000043,1007.2770891139188
24,9,Urban,Gold,6,4.05,Afternoon,Premium,69,223.51901195083732,223.51901195083732,234.6949625483792,0.37499998437500065,2.6666663703704034,0.36,3.239405923354078,0.05999999940000001,2.6666663703704034,1.5,0,0.37499998437500065,424.6861127724137
92,37,Rural,Silver,7,4.92,Morning,Premium,103,434.5710508212173,434.5710508212173,456.29960336227816,0.40217390867202274,2.486486419284151,0.3978494623655914,4.219136374777484,0.0699999993,2.486486419284151,1.5,0,0.40217390867202274,813.9398286439759
43,33,Rural,Gold,16,4.01,Morning,Premium,159,630.4284012724294,630.4284012724294,661.9498213360508,0.7674418426176316,1.3030302635445377,0.75,3.9649584736318926,0.1599999984,1.3030302635445377,1.5,0,0.7674418426176316,1068.8626947870403
96,23,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111184949,445.1254111184949,467.38168167441967,0.23958333083767364,4.173912862003789,0.23711340206185566,4.945837846362856,0.0799999992,4.173912862003789,1.5,0,0.23958333083767364,946.375318478574
88,46,Rural,Gold,35,4.89,Afternoon,Premium,72,361.98552095653855,361.98552095653855,380.0847970043655,0.5227272667871902,1.913043436672969,0.5168539325842697,5.027576610124472,0.3499999965,1.913043436672969,1.5,0,0.5227272667871902,646.8523851902905
83,43,Suburban,Regular,20,3.59,Morning,Economy,63,267.28219711727195,267.28219711727195,280.64630697313555,0.5180722829147918,1.9302325132504068,0.5119047619047619,4.242574490074563,0.199999998,1.9302325132504068,1.0,0,0.5180722829147918,318.8738758261482
50,29,Urban,Regular,2,4.81,Morning,Economy,143,518.9547629602604,518.9547629602604,544.9025011082734,0.5799999884000002,1.7241378715814526,0.5686274509803921,3.6290542610573855,0.0199999998,1.7241378715814526,1.0,0,0.5799999884000002,608.4297190059964
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934491747886,575.4934491747886,604.268121633528,0.7731958683175684,1.2933333160888891,0.7653061224489796,3.5306346358537053,0.1499999985,1.2933333160888891,1.0,0,0.7731958683175684,649.9239342756548
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162449335,349.4432162449335,366.9153770571802,0.2857142823129252,3.499999854166673,0.2823529411764706,4.063293164902795,0.3899999961,3.499999854166673,1.0,0,0.2857142823129252,471.7483368346136
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,279.2349662242834,293.1967145354976,0.5882352854671282,1.699999957500001,0.5797101449275363,4.106396501733632,0.5799999942,1.699999957500001,1.5,0,0.5882352854671282,490.0573639434945
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,689.7483154802385,724.2357312542505,0.3896103845505145,2.566666581111114,0.38461538461538464,3.853342523055285,0.9899999901000002,2.566666581111114,1.5,1,0.3896103845505145,1300.1755658284799
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,88.76294359232648,93.2010907719428,0.8170731607674006,1.2238805787480511,0.8072289156626506,2.6897860879557696,0.1299999987,1.2238805787480511,1.0,0,0.8170731607674006,99.62646786984219
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,621.7963494961118,652.8861669709174,0.38095236281179223,2.6249996718750412,0.36363636363636365,3.6362359407010287,0.3699999963,2.6249996718750412,1.5,1,0.38095236281179223,1177.5268062542266
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,307.621949405299,323.003046875564,0.3199999957333334,3.124999869791672,0.3157894736842105,4.272527015732944,0.4399999956000001,3.124999869791672,1.5,1,0.3199999957333334,605.6307068834415
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,172.41053126646165,181.03105782978474,0.14754098118785278,6.777777024691442,0.14516129032258066,5.387828933707273,0.7399999926,6.777777024691442,1.5,1,0.14754098118785278,433.8998175445929
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,444.2453020895959,466.4575671940757,0.1444444428395062,6.923076390532586,0.14285714285714285,3.5257563378082506,0.23999999760000004,6.923076390532586,1.0,0,0.1444444428395062,751.7997183397457
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,556.8967118375435,584.7415474294207,0.2099999979,4.761904535147403,0.2079207920792079,3.4165442234417136,0.199999998,4.761904535147403,1.5,1,0.2099999979,1233.1284144124966
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,355.3245754797394,373.0908042537264,0.333333329749104,2.9999999032258096,0.32978723404255317,3.5180650689274686,0.1299999987,2.9999999032258096,1.5,0,0.333333329749104,692.8829170275546
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,474.99773906008016,498.7476260130842,0.15217391138941402,6.5714281020408505,0.15053763440860216,3.571411545027584,0.5699999943,6.5714281020408505,1.5,0,0.15217391138941402,1180.708632219912
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,581.9712306098094,611.0697921402999,0.19672130825047038,5.083332909722258,0.1935483870967742,3.269501277192742,0.5899999941,5.083332909722258,1.5,0,0.19672130825047038,1316.7098722752748
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,663.4393972369916,696.6113670988411,0.22641509006763982,4.416666298611142,0.2222222222222222,4.308048006032101,0.7899999921,4.416666298611142,1.5,1,0.22641509006763982,1434.687659897614
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,519.469492374694,545.4429669934287,0.3818181748760332,2.6190474943310718,0.375,3.87663797386609,0.199999998,2.6190474943310718,1.5,1,0.3818181748760332,983.2815294198476
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,397.6919501475396,417.5765476549166,0.7894736703601111,1.2666666385185192,0.7758620689655172,3.5508209517564167,0.7799999922,1.2666666385185192,1.5,0,0.7894736703601111,672.0993940701982
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,388.1122298927073,407.5178413873427,0.23529411072664383,4.249999468750067,0.22857142857142856,2.9854786685171435,0.5099999949,4.249999468750067,1.5,0,0.23529411072664383,829.5898604679725
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,591.1000759572743,620.655079755138,0.2199999956000001,4.545454132231443,0.21568627450980393,4.104861610086199,0.1899999981,4.545454132231443,1.0,0,0.2199999956000001,859.7819042395055
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,586.7988633141081,616.1388064798135,0.6285714106122454,1.5909090185950445,0.6111111111111112,3.372407241044258,0.8199999918,1.5909090185950445,1.0,0,0.6285714106122454,680.1532236888816
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,648.9097429236178,681.3552300697987,0.32558138777717704,3.071428352040832,0.3181818181818182,4.842609985679164,0.0099999999,3.071428352040832,1.5,1,0.32558138777717704,1272.326581735096
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,746.3391324597457,783.6560890827329,0.4999999900000002,1.9999999200000032,0.49019607843137253,4.240563228518082,0.1899999981,1.9999999200000032,1.0,1,0.4999999900000002,895.606952980982
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,555.0976877626003,582.8525721507303,0.34545453917355384,2.8947366897507005,0.3392857142857143,4.30308281751564,0.6399999936,2.8947366897507005,1.5,0,0.34545453917355384,1073.675778118227
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,417.91314129159,438.8087983561695,0.7204300997803216,1.3880596807752288,0.7127659574468085,4.803599269976905,0.2099999979,1.3880596807752288,1.5,1,0.7204300997803216,713.8829691613316
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,97.80093621671637,102.69098302755219,0.7340425453825261,1.3623188208359591,0.7263157894736842,5.433385043518406,0.8599999914,1.3623188208359591,1.5,0,0.7340425453825261,166.68681274058605
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,193.0891119987856,202.7435675987249,0.8571428448979594,1.1666666472222227,0.8450704225352113,4.490444360659099,0.5699999943,1.1666666472222227,1.5,0,0.8571428448979594,323.4242620347893
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,492.4640116460618,517.0872122283649,0.6944444251543216,1.4399999424000023,0.6756756756756757,3.730787938752075,0.6099999939,1.4399999424000023,1.0,1,0.6944444251543216,563.3788264865021
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,408.81562882076287,429.256410261801,0.24324323666910172,4.111110654321039,0.23684210526315788,3.296900205837602,0.7299999927,4.111110654321039,1.0,0,0.24324323666910172,576.8842575505622
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,364.1617948077249,382.36988454811114,0.6764705782871974,1.4782608374291124,0.6666666666666666,3.13932579024482,0.0799999992,1.4782608374291124,1.0,0,0.6764705782871974,417.99440678294053
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,228.64349787316,240.075672766818,0.19480519227525725,5.133332991111134,0.19230769230769232,3.4642953698312824,0.4699999953000001,5.133332991111134,1.0,0,0.19480519227525725,346.0138189566941
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,667.9464280068869,701.3437494072313,0.44444442798353967,2.2499998125000156,0.42857142857142855,4.482861902845805,0.6399999936,2.2499998125000156,1.0,1,0.44444442798353967,818.2343617844421
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,410.34270896598935,430.85984441428883,0.6222222153086421,1.6071428284438782,0.6153846153846154,4.509260488535482,0.6099999939,1.6071428284438782,1.5,1,0.6222222153086421,714.4359647368226
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,710.4192641684332,745.9402273768549,0.49999998913043503,1.999999913043482,0.48936170212765956,4.203664260146562,0.1899999981,1.999999913043482,1.0,0,0.49999998913043503,852.5031108245613
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,177.20306582722415,186.06321911858538,0.8333333246527779,1.1999999850000003,0.8247422680412371,2.531472332796455,0.4699999953000001,1.1999999850000003,1.0,0,0.8333333246527779,198.46743346068644
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,74.32837977574499,78.04479876453225,0.07499999906250002,13.33333111111148,0.07407407407407407,3.097015694947054,0.4299999957,13.33333111111148,1.0,1,0.07499999906250002,173.43286962599004
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,392.3027600530253,411.9178980556766,0.38749999515625005,2.580645078043707,0.38271604938271603,3.088998086330923,0.9099999909000002,2.580645078043707,1.5,1,0.38749999515625005,740.313268104608
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,168.61019430479575,177.04070402003555,0.3906249938964845,2.559999897600004,0.38461538461538464,4.557032155344962,0.8499999915,2.559999897600004,1.5,0,0.3906249938964845,317.6616034803827
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,587.2581373063812,616.6210441717003,0.7368420923361036,1.3571428248299329,0.7241379310344828,3.516515771196799,0.3599999964,1.3571428248299329,1.5,0,0.7368420923361036,1000.4361810648238
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,563.9803272683639,592.1793436317821,0.13461538202662726,7.42857036734709,0.1320754716981132,3.1332240229729993,0.5699999943,7.42857036734709,1.0,1,0.13461538202662726,982.9370819596121
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,352.3474982568331,369.9648731696748,0.8115941911363161,1.2321428351403065,0.8,3.0374784070634027,0.7299999927,1.2321428351403065,1.5,1,0.8115941911363161,593.6426142037649
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,415.3075369486595,436.0729137960925,0.8059701372243263,1.2407407177640608,0.7941176470588235,3.7755230288466954,0.5299999947,1.2407407177640608,1.0,0,0.8059701372243263,466.83643409730996
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,204.215843297379,214.42663546224796,0.27999998880000043,3.571428061224563,0.2692307692307692,3.4035973315630277,0.1299999987,3.571428061224563,1.5,0,0.27999998880000043,415.72509394090315
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,319.6520700676685,335.6346735710519,0.4374999945312501,2.285714220408165,0.43209876543209874,4.046228683815694,0.2899999971,2.285714220408165,1.0,1,0.4374999945312501,392.7153982813262
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,362.05333073474793,380.1559972714853,0.08219177969600303,12.166664638889227,0.08108108108108109,5.099342614583174,0.0499999995,12.166664638889227,1.5,1,0.08219177969600303,1203.8272145685005
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,387.4755378090192,406.8493146994702,0.24999998958333375,3.9999993333334443,0.24,3.655429567486695,0.6499999935,3.9999993333334443,1.5,0,0.24999998958333375,813.698590651393
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,348.8532987245396,366.29596366076663,0.37837836815193604,2.6428569540816462,0.3684210526315789,4.1041564072986265,0.1799999982,2.6428569540816462,1.0,1,0.37837836815193604,441.0502353733868
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,732.2985126943609,768.9134383290789,0.22222221399176983,4.4999992500001245,0.21428571428571427,4.6643217071977014,0.7399999926,4.4999992500001245,1.5,0,0.22222221399176983,1592.7491827266658
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,343.6721333865543,360.85574005588205,0.4782608487712674,2.090908900826464,0.4583333333333333,2.5840009834778446,0.10999999890000002,2.090908900826464,1.0,0,0.4782608487712674,415.530845652951
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,599.7162532373392,629.7020658992061,0.1904761859410432,5.2499993437500825,0.18604651162790697,3.612748491714402,0.11999999880000002,5.2499993437500825,1.5,0,0.1904761859410432,1371.850870245852
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,484.75453888236336,508.99226582648157,0.5270270199050403,1.8974358487836962,0.52,2.802049341504705,0.10999999890000002,1.8974358487836962,1.0,0,0.5270270199050403,576.733602875964
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,581.1514565564086,610.209029384229,0.4411764641003461,2.2666665911111137,0.43478260869565216,4.336951135966101,0.2799999972,2.2666665911111137,1.5,1,0.4411764641003461,1069.3186734774088
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,603.3651642705413,633.5334224840684,0.15254237029589204,6.5555548271605755,0.15,4.309751142577072,0.299999997,6.5555548271605755,1.0,0,0.15254237029589204,998.9045057879694
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,369.8546414878244,388.34737356221564,0.8426966197449818,1.1866666508444448,0.8333333333333334,3.3623148920500863,0.7599999924,1.1866666508444448,1.0,1,0.8426966197449818,413.74405835918736
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,708.8801421484817,744.3241492559058,0.43209876009754616,2.3142856481632674,0.4268292682926829,4.074023782037115,0.4499999955000001,2.3142856481632674,1.0,1,0.43209876009754616,872.9352560726985
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,205.83755050869485,216.1294280341296,0.2424242350780535,4.124999484375065,0.23529411764705882,3.6756704791611496,0.7399999926,4.124999484375065,1.5,0,0.2424242350780535,436.1182942200512
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,684.5607033083106,718.7887384737262,0.37333332835555566,2.6785713329081666,0.3684210526315789,4.199758890236514,0.4899999951000001,2.6785713329081666,1.0,1,0.37333332835555566,867.92517086002
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,453.2541298779704,475.91683637186895,0.5517241315893778,1.8124999622395843,0.5454545454545454,2.7978649819759593,0.9499999905000002,1.8124999622395843,1.0,0,0.5517241315893778,535.4064392068461
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,412.5848379812361,433.2140798802979,0.6607142739158166,1.5135134726077442,0.6491228070175439,3.1737294985192817,0.9599999904000002,1.5135134726077442,1.5,0,0.6607142739158166,712.5451636035967
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,440.4442377359072,462.4664496227026,0.4266666609777779,2.343749926757815,0.42105263157894735,4.587960761957776,0.199999998,2.343749926757815,1.5,1,0.4266666609777779,815.510029094026
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,241.6407113776789,253.72274694656286,0.5454545399449037,1.8333332993827167,0.54,3.961323072399276,0.9599999904000002,1.8333332993827167,1.5,0,0.5454545399449037,428.9122614648024
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374316,201.29253189374316,211.35715848843031,0.484848470156107,2.062499871093758,0.47058823529411764,4.0258505573578525,0.8099999919,2.062499871093758,1.5,0,0.484848470156107,364.2136710030619
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,220.05114029296504,231.0536973076133,0.6829268126115412,1.4642856619897977,0.6666666666666666,4.89002523117644,0.8899999911000002,1.4642856619897977,1.5,1,0.6829268126115412,378.40936988477165
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,702.9134159653358,738.0590867636026,0.34545453917355384,2.8947366897507005,0.3392857142857143,4.063083305793367,0.7399999926,2.8947366897507005,1.0,0,0.34545453917355384,906.3883414566212
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,431.42166025583447,452.9927432686262,0.5483870908775582,1.823529376009228,0.5425531914893617,4.793573949580672,0.11999999880000002,1.823529376009228,1.5,0,0.5483870908775582,765.1390010222298
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,466.8626810645626,490.20581511779073,0.6481481361454049,1.5428570987755115,0.6363636363636364,4.863152877098018,0.10999999890000002,1.5428570987755115,1.5,0,0.6481481361454049,808.3393818419181
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,445.1263611668488,467.3826792251913,0.5882352768166096,1.6999999150000042,0.5714285714285714,2.817255432592363,0.2099999979,1.6999999150000042,1.5,0,0.5882352768166096,781.1967581724589
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,441.6378571357946,463.71974999258435,0.2093023231476474,4.777777512345693,0.20689655172413793,3.5050623304026374,0.6099999939,4.777777512345693,1.5,0,0.2093023231476474,978.9638990672829
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,669.5210116683382,702.9970622517552,0.31764705508650526,3.1481480315500727,0.313953488372093,4.264465015311295,0.0799999992,3.1481480315500727,1.5,1,0.31764705508650526,1320.4442057472713
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,354.3852115042604,372.1044720794734,0.06756756665449234,14.799997040000592,0.06666666666666667,2.644665737758169,0.799999992,14.799997040000592,1.0,1,0.06756756665449234,878.8752196325642
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,489.7125242986789,514.1981505136129,0.841269827916352,1.188679222855109,0.828125,2.7983572657161235,0.3299999967,1.188679222855109,1.0,0,0.841269827916352,547.9236345792556
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,222.56858200356248,233.6970111037406,0.2363636320661158,4.230768905325469,0.23214285714285715,5.564214410983702,0.4499999955000001,4.230768905325469,1.5,0,0.2363636320661158,475.0983084118018
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,412.2556067980849,432.86838713798915,0.6599999934,1.5151514921946745,0.6534653465346535,3.8892038010271803,0.2699999973,1.5151514921946745,1.5,1,0.6599999934,712.0778648679883
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,472.21573527678265,495.8265220406218,0.5294117543252598,1.8888888189300437,0.5192307692307693,3.1066824484875015,0.8599999914,1.8888888189300437,1.5,1,0.5294117543252598,842.1180562882457
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,179.93988033973832,188.93687435672524,0.2702702629656686,3.699999630000037,0.2631578947368421,4.089542642049902,0.3299999967,3.699999630000037,1.0,0,0.2702702629656686,246.5176294076666
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,308.9111533232364,324.35671098939827,0.7171717099275585,1.3943661775441385,0.71,3.0891115023412494,0.029999999700000005,1.3943661775441385,1.5,0,0.7171717099275585,527.9770195938654
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,306.3142432341152,321.629955395821,0.44444443621399193,2.249999906250004,0.43636363636363634,3.003080786578769,0.8499999915,2.249999906250004,1.0,1,0.44444443621399193,375.23494509009527
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,224.46487829301583,235.68812220766662,0.2333333255555558,4.285713673469475,0.22580645161290322,3.253114131013068,0.5699999943,4.285713673469475,1.5,0,0.2333333255555558,480.9961471566297
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,101.07378646994935,106.12747579344682,0.6666666587301588,1.4999999732142864,0.6588235294117647,6.738251982113159,0.7099999929,1.4999999732142864,1.5,1,0.6666666587301588,174.3522812545626
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,633.4966221375331,665.1714532444098,0.28571427988338205,3.499999750000018,0.28,4.835852040470848,0.5499999945,3.499999750000018,1.5,0,0.28571427988338205,1282.830636072383
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,62.87509273644356,66.01884737326574,0.11627906841535968,8.599999140000087,0.11494252873563218,3.4930605135212804,0.9799999902000002,8.599999140000087,1.0,0,0.11627906841535968,116.9476670825276
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,92.03104706108972,96.63259941414421,0.4999999895833336,1.99999991666667,0.4897959183673469,3.173484271986395,0.1699999983,1.99999991666667,1.0,0,0.4999999895833336,110.43725570638232
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,106.7358926414302,112.07268727350171,0.2686567124081088,3.72222201543211,0.2647058823529412,4.851631263172679,0.7799999922,3.72222201543211,1.5,0,0.2686567124081088,219.69804237615475
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,560.6703257140985,588.7038419998034,0.1599999984,6.249999609375024,0.15841584158415842,3.4396952286773206,0.9599999904000002,6.249999609375024,1.5,1,0.1599999984,1366.63388607634
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,322.9000694955284,339.04507297030483,0.08860759381509375,11.285712673469618,0.0875,3.2290006626652774,0.3099999969,11.285712673469618,1.0,1,0.08860759381509375,687.3158101525189
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,292.33936093553586,306.9563289823127,0.09090908999081727,10.999998777777915,0.09,2.6576305297991394,0.3299999967,10.999998777777915,1.0,0,0.09090908999081727,613.9126222342629
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488076,242.75171700488076,254.8893028551248,0.7058823321799315,1.4166666076388912,0.6857142857142857,2.5025949948689257,0.029999999700000005,1.4166666076388912,1.0,0,0.7058823321799315,277.14154214766285
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,442.7796305981407,464.91861212804776,0.38888888168724295,2.5714284489795975,0.38181818181818183,3.2557325539882953,0.22999999770000004,2.5714284489795975,1.5,1,0.38888888168724295,834.9558667095215
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,505.54671645728143,530.8240522801456,0.5584415511890708,1.7906976327744737,0.5512820512820513,3.859135210672872,0.7299999927,1.7906976327744737,1.5,0,0.5584415511890708,894.1122709484664
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,474.9171617926677,498.6630198823011,0.2624999967187501,3.809523628117922,0.25925925925925924,3.2528572502726742,0.8499999915,3.809523628117922,1.5,0,0.2624999967187501,983.756965076182
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,617.434678434942,648.3064123566892,0.7297297198685173,1.370370344993142,0.72,4.200235879147661,0.1599999984,1.370370344993142,1.5,0,0.7297297198685173,1053.069143647056
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699465021,294.8553699465021,309.5981384438272,0.6666666549707605,1.499999960526317,0.6551724137931034,4.607115083427923,0.3099999969,1.499999960526317,1.5,0,0.6666666549707605,508.625511411862
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,717.467322019467,753.3406881204404,0.6804123641194602,1.4696969474288342,0.673469387755102,4.783115448242344,0.8999999910000002,1.4696969474288342,1.5,1,0.6804123641194602,1234.369912986993
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,266.9772170141728,280.3260778648815,0.2692307640532545,3.714285448979611,0.2641509433962264,4.045109287410054,0.9699999903000002,3.714285448979611,1.5,1,0.2692307640532545,549.2102643759813
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,383.3711770715268,402.5397359251032,0.7254901818531337,1.3783783411249098,0.7115384615384616,3.8337117323781507,0.3399999966,1.3783783411249098,1.0,0,0.7254901818531337,436.21422978022235
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,266.4336179135411,279.7552988092182,0.5977011425551593,1.6730768909023677,0.5909090909090909,4.036872937525276,0.1499999985,1.6730768909023677,1.0,1,0.5977011425551593,311.0100108226068
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,336.39439243010713,353.2141120516125,0.4615384564666104,2.1666666150793663,0.45652173913043476,3.911562657192378,0.7599999924,2.1666666150793663,1.0,0,0.4615384564666104,409.2798423879292
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,764.8593556145701,803.1023233952986,0.3999999952941177,2.4999999264705908,0.3953488372093023,4.6923886559643035,0.6599999934,2.4999999264705908,1.5,0,0.3999999952941177,1434.1112833413704
